path,filename,extension,size_bytes,sha256,last_modified,language,probable_stage,purpose,direct_inputs,direct_outputs,referenced_by,calls_or_imports,hard_coded_paths,status,replacement,confidence,notes
57_PREPARE_RASPA2_GCMC_8NM_V35_ENCODING_SAFE.bat,57_PREPARE_RASPA2_GCMC_8NM_V35_ENCODING_SAFE.bat,.bat,631,a6d50aea7981edc096ffbe92c1ea29e5bc45da7f6ffbf6111265f5f1d7d45610,2026-07-06T14:02:15,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json,8nm_pore_raspa2_config.json,README_V35_ENCODING_FIX.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
58_RUN_RASPA2_GCMC_8NM_V35_WSL_ENCODING_SAFE.bat,58_RUN_RASPA2_GCMC_8NM_V35_WSL_ENCODING_SAFE.bat,.bat,619,2a4d42d79416193369a480a3a88b561e9d13357a4459149e826618a4a976f113,2026-07-06T14:02:15,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json,8nm_pore_raspa2_config.json,README_V35_ENCODING_FIX.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
59_COLLECT_GCMC_COUNTS_8NM_V35.bat,59_COLLECT_GCMC_COUNTS_8NM_V35.bat,.bat,533,d0c78af3bfc7363f599d77dce03d5bd0091cc50df6151349559cea2f305785cc,2026-07-06T14:02:15,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json; RASPA2_GCMC_8NM_V35\GCMC_CH4_H2O_MOLECULE_COUNTS.csv,8nm_pore_raspa2_config.json; RASPA2_GCMC_8NM_V35\GCMC_CH4_H2O_MOLECULE_COUNTS.csv,README_V35_ENCODING_FIX.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
60_DIAGNOSE_RASPA2_WSL_V36_AUTODISCOVER.bat,60_DIAGNOSE_RASPA2_WSL_V36_AUTODISCOVER.bat,.bat,631,71dbd39df92da61dbb87bfcb254ea5128ef57fdd31dada834fd4a6414d0e8ebb,2026-07-06T14:02:13,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json; RASPA2_WSL_DIAGNOSTIC_V36.txt,8nm_pore_raspa2_config.json,01_SCRIPTS/prepare_raspa2_gcmc.py; 01_SCRIPTS/run_raspa2_cases.py; 61_PREPARE_RASPA2_GCMC_8NM_V36_AUTODISCOVER.bat; 64_ALL_8NM_GCMC_V36.bat; README_V36_WSL_AUTODISCOVERY.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
61_PREPARE_RASPA2_GCMC_8NM_V36_AUTODISCOVER.bat,61_PREPARE_RASPA2_GCMC_8NM_V36_AUTODISCOVER.bat,.bat,649,84ced6d1c4f387d46c5e2405523f7c771d40859cdbf83d98005a0aa11afdbd38,2026-07-06T14:02:13,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json,8nm_pore_raspa2_config.json,64_ALL_8NM_GCMC_V36.bat; README_V36_WSL_AUTODISCOVERY.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
62_RUN_RASPA2_GCMC_8NM_V36_WSL.bat,62_RUN_RASPA2_GCMC_8NM_V36_WSL.bat,.bat,490,76bda1579314cfb658b50becd781d9d5dc251376980a25ff698b16407cd84155,2026-07-06T14:02:13,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json,8nm_pore_raspa2_config.json,64_ALL_8NM_GCMC_V36.bat; README_V36_WSL_AUTODISCOVERY.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
63_COLLECT_GCMC_COUNTS_8NM_V36.bat,63_COLLECT_GCMC_COUNTS_8NM_V36.bat,.bat,521,7f3bcf001271264590a184364513445dab493443e385876ed80c50324534e77a,2026-07-06T14:02:13,Windows BAT,8nm mirrored pore,@echo off,8nm_pore_raspa2_config.json; RASPA2_GCMC_8NM_V36\GCMC_CH4_H2O_MOLECULE_COUNTS.csv,8nm_pore_raspa2_config.json; RASPA2_GCMC_8NM_V36\GCMC_CH4_H2O_MOLECULE_COUNTS.csv,64_ALL_8NM_GCMC_V36.bat; README_V36_WSL_AUTODISCOVERY.md; RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
64_ALL_8NM_GCMC_V36.bat,64_ALL_8NM_GCMC_V36.bat,.bat,660,edd561efe1f580b46f360f7a72aaaeadf20a2b2ef2eef31e3fe9c0c9cb55794d,2026-07-06T14:02:13,Windows BAT,8nm mirrored pore,@echo off,,,RELEASE_MANIFEST_SHA256.json,,,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
8nm_pore_raspa2_config.json,8nm_pore_raspa2_config.json,.json,1993,950013fbf74d6a3fa2130c9a2b804dca4c6b89f5c3a9e4b70a4e9af83c452212,2026-07-06T14:02:15,JSON,8nm mirrored pore,{,00_INPUT/kero.itp; ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE/{case}/{case}_EXACT_kerogen_plus_illite.gro; KEROGEN_ONLY_FINALS/RAW_KEEP_COORDINATES/{case}_kerogen_only_raw_from_final.gro,00_INPUT/kero.itp; ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE/{case}/{case}_EXACT_kerogen_plus_illite.gro; KEROGEN_ONLY_FINALS/RAW_KEEP_COORDINATES/{case}_kerogen_only_raw_from_final.gro,01_SCRIPTS/build_8nm_mirrored_pore.py; 01_SCRIPTS/collect_gcmc_counts.py; 01_SCRIPTS/diagnose_raspa2_wsl_v34.py; 01_SCRIPTS/diagnose_raspa2_wsl_v35.py; 01_SCRIPTS/diagnose_raspa2_wsl_v36.py; 01_SCRIPTS/prepare_raspa2_gcmc.py; 01_SCRIPTS/run_raspa2_cases.py; 48_BUILD_8NM_COMPOSITE_PORES.bat; 49_PREPARE_RASPA2_GCMC_8NM.bat; 50_RUN_RASPA2_GCMC_8NM.bat; 51_COLLECT_GCMC_COUNTS_8NM.bat; 53_DIAGNOSE_RASPA2_WSL_V34.bat; 54_PREPARE_RASPA2_GCMC_8NM_V34.bat; 55_RUN_RASPA2_GCMC_8NM_V34_WSL.bat; 56_DIAGNOSE_RASPA2_WSL_V35_ENCODING_SAFE.bat; 57_PREPARE_RASPA2_GCMC_8NM_V35_ENCODING_SAFE.bat; 58_RUN_RASPA2_GCMC_8NM_V35_WSL_ENCODING_SAFE.bat; 59_COLLECT_GCMC_COUNTS_8NM_V35.bat; 60_DIAGNOSE_RASPA2_WSL_V36_AUTODISCOVER.bat; 61_PREPARE_RASPA2_GCMC_8NM_V36_AUTODISCOVER.bat; 62_RUN_RASPA2_GCMC_8NM_V36_WSL.bat; 63_COLLECT_GCMC_COUNTS_8NM_V36.bat; README.md; RELEASE_MANIFEST_SHA256.json,simulate,/home/baiheng/miniforge3/envs/raspa2; /home/baiheng/miniforge3/envs/raspa2/bin/simulate,ACTIVE,,0.72,References current named workflow artifacts.
CHANGELOG.md,CHANGELOG.md,.md,2645,f436135e3cb95c173fb49bb3c7bc845a8fd7055928a897dcd9e3ab4145ebb194,2026-07-06T14:02:15,Markdown,8nm mirrored pore,# Changelog,,,GITHUB_WORKFLOW.md; README.md; RELEASE_MANIFEST_SHA256.json,simulate,/home/baiheng/miniforge3/envs/raspa2,UNKNOWN,,0.5,No definitive runtime evidence found in static audit.
COMPOSITE_PORES_4NM_V32/RMS_0p000/RMS_0p000_pore_build_report.json,RMS_0p000_pore_build_report.json,.json,1281,00ce0465dd7a53b4e8de8925383d221b510ef1f47a63a98682742ce42f703e4a,2026-07-06T11:38:53,JSON,4nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p000\\RMS_0p000_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p000_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p000\\RMS_0p000_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p000_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p000\\RMS_0p000_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p000_kerogen_only_raw_from_final.gro,ACTIVE,,0.72,References current named workflow artifacts.
COMPOSITE_PORES_4NM_V32/RMS_0p300/RMS_0p300_pore_build_report.json,RMS_0p300_pore_build_report.json,.json,1251,7de46a022adade499fcd752d981ce6caf83ee2e986b7a4fc2cc255c998a49091,2026-07-06T11:38:56,JSON,4nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p300\\RMS_0p300_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p300_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p300\\RMS_0p300_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p300_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p300\\RMS_0p300_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p300_kerogen_only_raw_from_final.gro,ACTIVE,,0.72,References current named workflow artifacts.
COMPOSITE_PORES_4NM_V32/RMS_0p600/RMS_0p600_pore_build_report.json,RMS_0p600_pore_build_report.json,.json,1258,f5b6338d5570af61392a4e08447312610bc1944303967b5fddf9ffd61d705262,2026-07-06T11:38:59,JSON,4nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p600\\RMS_0p600_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p600_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p600\\RMS_0p600_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p600_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p600\\RMS_0p600_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p600_kerogen_only_raw_from_final.gro,ACTIVE,,0.72,References current named workflow artifacts.
COMPOSITE_PORES_4NM_V32/RMS_0p900/RMS_0p900_pore_build_report.json,RMS_0p900_pore_build_report.json,.json,1244,8f173c87432fef93c058b7a4a9a1558399dc1f2f3bd8d70e260902b7d177811b,2026-07-06T11:39:02,JSON,4nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p900\\RMS_0p900_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p900_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p900\\RMS_0p900_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p900_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p900\\RMS_0p900_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p900_kerogen_only_raw_from_final.gro,ACTIVE,,0.72,References current named workflow artifacts.
COMPOSITE_PORES_8NM_V33/RMS_0p000/RMS_0p000_pore_build_report.json,RMS_0p000_pore_build_report.json,.json,1280,00dbef65a19c5cba742ca45ca40df76bd8b12162d78479b9fb237e2c5bc28adf,2026-07-06T11:49:44,JSON,8nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p000\\RMS_0p000_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p000_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p000\\RMS_0p000_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p000_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p000\\RMS_0p000_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p000_kerogen_only_raw_from_final.gro,ACTIVE,,0.8,Located in protected/current workflow directory.
COMPOSITE_PORES_8NM_V33/RMS_0p300/RMS_0p300_pore_build_report.json,RMS_0p300_pore_build_report.json,.json,1235,b482a4d0470a2d83caece16d6199ef169e36813dc8b28c713d6129b189ec22ea,2026-07-06T11:49:47,JSON,8nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p300\\RMS_0p300_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p300_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p300\\RMS_0p300_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p300_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p300\\RMS_0p300_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p300_kerogen_only_raw_from_final.gro,ACTIVE,,0.8,Located in protected/current workflow directory.
COMPOSITE_PORES_8NM_V33/RMS_0p600/RMS_0p600_pore_build_report.json,RMS_0p600_pore_build_report.json,.json,1256,30ebc1b638c21a2218fd5517695772a7abba56c38c00ae5ca52a5c7962d9081b,2026-07-06T11:49:50,JSON,8nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p600\\RMS_0p600_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p600_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p600\\RMS_0p600_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p600_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p600\\RMS_0p600_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p600_kerogen_only_raw_from_final.gro,ACTIVE,,0.8,Located in protected/current workflow directory.
COMPOSITE_PORES_8NM_V33/RMS_0p900/RMS_0p900_pore_build_report.json,RMS_0p900_pore_build_report.json,.json,1257,f2749cf2c581aeda8685af2ba6d9243105fe9b73548f17c9c544817e83e44e10,2026-07-06T11:49:53,JSON,8nm mirrored pore,{,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p900\\RMS_0p900_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p900_kerogen_only_raw_from_final.gro,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p900\\RMS_0p900_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p900_kerogen_only_raw_from_final.gro,,,F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\ILLITE_BELOW_RAW_FINAL_KEROGEN_V31_THICKER_SAFE\\RMS_0p900\\RMS_0p900_EXACT_kerogen_plus_illite.gro; F:\\MD\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\kerogen_bulk0p1_to0p8_then_graphene_pull_v1\\KEROGEN_ONLY_FINALS\\RAW_KEEP_COORDINATES\\RMS_0p900_kerogen_only_raw_from_final.gro,ACTIVE,,0.8,Located in protected/current workflow directory.
config.json,config.json,.json,5501,495a7fc5f0e9e09158dbd78a2bec77893772e92bd49162bf9850e7d35009003a,2026-07-03T11:42:32,JSON,rough surface,{,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,01_SCRIPTS/add_illite_below_raw_final_kerogen_v30.py; 01_SCRIPTS/add_illite_below_raw_final_kerogen_v31.py; 01_SCRIPTS/apply_graphene_patch_settings.py; 01_SCRIPTS/build_4nm_mirrored_pore.py; 01_SCRIPTS/build_8nm_mirrored_pore.py; 01_SCRIPTS/build_illite_under_kerogen.py; 01_SCRIPTS/collect_gcmc_counts.py; 01_SCRIPTS/common.py; 01_SCRIPTS/diagnose_raspa2_wsl_v34.py; 01_SCRIPTS/diagnose_raspa2_wsl_v35.py; 01_SCRIPTS/diagnose_raspa2_wsl_v36.py; 01_SCRIPTS/prepare_raspa2_gcmc.py; 01_SCRIPTS/run_raspa2_cases.py; 19_CONTINUE_RMS300_AFTER60_THEN_RUN600_900.bat; 24_BUILD_ILLITE_UNDER_KEROGEN_ALL.bat; 27_BUILD_RUN_RMS0_ONLY_NT8.bat; 28_RUN_ALL_RMS0_0300_0600_0900_FROM_SCRATCH_NT8.bat; 41_BUILD_THICKER_ILLITE_BELOW_RAW_FINAL_KEROGEN_ALL_V31.bat; 42_BUILD_THICKER_ILLITE_BELOW_RAW_FINAL_KEROGEN_ONE_V31.bat; 43_BUILD_4NM_COMPOSITE_PORES.bat; 44_PREPARE_RASPA2_GCMC.bat; 45_RUN_RASPA2_GCMC.bat; 46_COLLECT_GCMC_COUNTS.bat; 48_BUILD_8NM_COMPOSITE_PORES.bat; 49_PREPARE_RASPA2_GCMC_8NM.bat; 50_RUN_RASPA2_GCMC_8NM.bat; 51_COLLECT_GCMC_COUNTS_8NM.bat; 53_DIAGNOSE_RASPA2_WSL_V34.bat; 54_PREPARE_RASPA2_GCMC_8NM_V34.bat; 55_RUN_RASPA2_GCMC_8NM_V34_WSL.bat,,F:\\gromacs some software\\gmx2018.8\\bin\\gmx.exe,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
config_normal_nt8.json,config_normal_nt8.json,.json,5528,d54e2587c043bbddf500fe730ef240338b924aabea350f6c4eed50ad739e9e1e,2026-07-03T11:42:32,JSON,rough surface,{,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,待定代码/07_REBUILD_GRAPHENE_CASES_PATCHED.bat; 待定代码/10_RUN_NORMAL_NT8_ALL_ROUGH.bat,,F:\\gromacs some software\\gmx2018.8\\bin\\gmx.exe,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
config_normal_nt8_with_rms0.json,config_normal_nt8_with_rms0.json,.json,5528,d54e2587c043bbddf500fe730ef240338b924aabea350f6c4eed50ad739e9e1e,2026-07-03T11:42:32,JSON,rough surface,{,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,28_RUN_ALL_RMS0_0300_0600_0900_FROM_SCRATCH_NT8.bat,,F:\\gromacs some software\\gmx2018.8\\bin\\gmx.exe,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
config_quick_test_nt14.json,config_quick_test_nt14.json,.json,5392,3e7f3dc867d2a7b64753f6ab9785aa7e80d09dbee529af83f1825c57f644eb9f,2026-07-03T11:42:32,JSON,rough surface,{,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,待定代码/09_QUICK_TEST_RMS_0p300_NT14.bat,,F:\\gromacs some software\\gmx2018.8\\bin\\gmx.exe,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
config_quick_test_nt14_with_rms0.json,config_quick_test_nt14_with_rms0.json,.json,5392,3e7f3dc867d2a7b64753f6ab9785aa7e80d09dbee529af83f1825c57f644eb9f,2026-07-03T11:42:32,JSON,rough surface,{,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,_standard_kerogen_plate.gro; _standard_kerogen_plate_PBC_VIEW_3x3.gro,,,F:\\gromacs some software\\gmx2018.8\\bin\\gmx.exe,DUPLICATE,,0.95,Identical SHA256 to another code/config file.
